"Group","Type","CurrentGameVersion","ID","Loader","CurrentVersion","Name","Description","Category","Jar","NextVersion","NextVersionUrl","NextGameVersion","LatestVersion","LatestVersionUrl","LatestGameVersion","Url","CurrentVersionUrl","UrlDirect","CurrentDependencies","CurrentDependenciesRequired","CurrentDependenciesOptional","LatestDependencies","LatestDependenciesRequired","LatestDependenciesOptional","Host","ApiSource","ClientSide","ServerSide","Title","ProjectDescription","IconUrl","IssuesUrl","SourceUrl","WikiUrl","AvailableGameVersions","RecordHash"
"required","mod","1.21.11","minihud","fabric","0.38.11","MiniHUD","","World & Exploration","minihud-fabric-1.21.11-0.38.11.jar","","","26.1.2","0.38.11","https://cdn.modrinth.com/data/UMxybHE8/versions/U7cgYOl9/minihud-fabric-1.21.11-0.38.11.jar","1.21.11","https://modrinth.com/mod/minihud","https://cdn.modrinth.com/data/UMxybHE8/versions/U7cgYOl9/minihud-fabric-1.21.11-0.38.11.jar","","required: GcWjdA9I","","","","","","modrinth","modrinth","required","unsupported","MiniHUD","A ""mini F3"" HUD mod, also with various overlays like light level, spawn chunks, slime chunks etc.","https://cdn.modrinth.com/data/UMxybHE8/4adf057a251f694983af139a06839e33bcd7a419.png","https://github.com/sakura-ryoko/minihud/issues/","https://github.com/maruohon/minihud/","","","4cbd40c37db9048691e3209e5dd25833ed67a97f7b6abd1350754e2073d6f36b"
"required","datapack","1.21.11","mastercutter","fabric","1.6-mc1.21.11+mod","MasterCutter","","Recycling","mastercutter-1.6-mc1.21.11.jar","","","","1.6-mc1.21.11+mod","https://cdn.modrinth.com/data/DuUMFIfX/versions/6fasKsJ2/mastercutter-1.6-mc1.21.11.jar","1.21.11","https://modrinth.com/datapack/mastercutter","https://cdn.modrinth.com/data/DuUMFIfX/versions/6fasKsJ2/mastercutter-1.6-mc1.21.11.jar","","","","","","","","modrinth","modrinth","optional","required","MasterCutter","The stonecutter is now more useful than ever with over 500 new recipes including woodcutting, enhanced base stonecutting, recycling and ""un-crafting"".","https://cdn.modrinth.com/data/DuUMFIfX/d8a4745d2baf7525dcea2c00dccdd557f3b26e70_96.webp","","","","1.21.11,26.1,26.1.1,26.1.2","99760eea41e25f9ebd2478537056999a90ab9275f6bd6fa1d124b2d8c34c792c"
"required","datapack","1.21.11","sandstone-recycling","fabric","2.1+mod","Sandstone Recycling","","Recycling","sandstone-recycling-2.1.jar","","","","2.1+mod","https://cdn.modrinth.com/data/vHOxFgL1/versions/W9qGsBka/sandstone-recycling-2.1.jar","1.21.9","https://modrinth.com/datapack/sandstone-recycling","https://cdn.modrinth.com/data/vHOxFgL1/versions/W9qGsBka/sandstone-recycling-2.1.jar","","","","","","","","modrinth","modrinth","optional","required","Sandstone Recycling","Recycle sandstone into sand and other recipes","https://cdn.modrinth.com/data/vHOxFgL1/5b8b59f7dedd9eb9708460825634eb3f5913a54a_96.webp","https://github.com/not-blue/Sandstone-Recycling/issues","https://github.com/not-blue/Sandstone-Recycling","","1.21.9,1.21.10,1.21.11","a0ab83b699afd97f3c171f4819bdd173cf8bdd6b01b32de1ecdd1dee752aeac6"
"required","mod","1.21.11","1032219","fabric","1.7.9","Gen's Recipes Plus","Common sense recipe additions","Recycling","recipes-plus-1.7.9.jar","","","26.1.2","1.7.9","https://edge.forgecdn.net/files/8243/865/recipes-plus-1.7.9.jar","1.21.11","https://www.curseforge.com/minecraft/mc-mods/gens-recipes-plus","https://edge.forgecdn.net/files/8243/865/recipes-plus-1.7.9.jar","","required: P7dR8mSH","","","","","","curseforge","curseforge","optional","required","Gen's Recipes Plus","Common sense recipe additions","https://media.forgecdn.net/avatars/thumbnails/1009/824/256/256/638533163746936147.png","","","","1.21.5,1.21.6,1.21.7,1.21.8,1.21.9,1.21.10,1.21.11,26.1,26.1.1,26.1.2","cf98dbec89c0a579372ae383576e4a870961067a3147f00cb2582f4039544a29"
"required","mod","1.21.11","survivorsunited/mod-basic-storage","fabric","2.0.16+1.21.11","Basic Storage","","Storage","basicstorage-2.0.16+1.21.11.jar","","","26.1.2","2.0.16+1.21.11","https://github.com/survivorsunited/mod-basic-storage/releases/download/2.0.16/basicstorage-2.0.16+1.21.11.jar","1.21.11","https://github.com/survivorsunited/mod-basic-storage","https://github.com/survivorsunited/mod-basic-storage/releases/download/2.0.16/basicstorage-2.0.16+1.21.11.jar","","","","","","","","github","github","","","mod-basic-storage","Vanilla-friendly mass item storage","https://media.forgecdn.net/avatars/1133/7/638692985993878584.png","https://github.com/survivorsunited/mod-basic-storage/issues","https://github.com/survivorsunited/mod-basic-storage","","1.21.8,1.21.9,1.21.10,1.21.11","7cede69a125fe7d698dea57cf9a3f069d8fc7df214ef64dfe1011a6880229eea"
"required","installer","1.21.8","fabric-installer-1.21.8-1.1.0-exe","fabric","1.1.0","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","ded8b4ce21afc7fdcf8ba6f3cc50a02a29a5e1f2e6819b79d59ef86b751285b0"
"required","installer","1.21.8","fabric-installer-1.21.8-1.1.0-jar","fabric","1.1.0","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","bf429fb8c1fba93850daa85e17c958fe29be97bd3c7df2ebc6767b235fa6b8fa"
"required","installer","1.21.9","fabric-installer-1.21.9-1.1.0-exe","fabric","1.1.0","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","6beee87696e01f70e617dfecd72d36abc72e8f086d46b8e5fc4d4617107d106e"
"required","installer","1.21.9","fabric-installer-1.21.9-1.1.0-jar","fabric","1.1.0","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","d0256d1d0a90d98f97eb9f9fb8de90099a8fb2ce50383aeaf62a6e38d18ef0f6"
"required","installer","1.21.10","fabric-installer-1.21.10-1.1.0-exe","fabric","1.1.0","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","70800b2b983b3f380ab26ec8fcbe3f26987eb47665aa0635b52c95e4d32a629d"
"required","installer","1.21.10","fabric-installer-1.21.10-1.1.0-jar","fabric","1.1.0","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","c21e9b265e3052e09436ff0fa02e6082373ff978f505edde4e5b4829805a0095"
"required","installer","1.21.11","fabric-installer-1.21.11-1.1.0-exe","fabric","1.1.0","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","b6460be6fae0d27ff35c4f3635088d15beb42f800bdb84225598481ca27f9578"
"required","installer","1.21.11","fabric-installer-1.21.11-1.1.0-jar","fabric","1.1.0","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.0/fabric-installer-1.1.0.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","895c8a174a3d95ef987c91e45f381722647d1c8ac43e7cfbeb1d0dd7b8af715f"
"required","mod","1.21.11","item-collectors","fabric","1.1.12-fabric-mc1.21.11","Item Collectors","","Storage","itemcollectors-1.1.12-fabric-mc1.21.11.jar","","","26.1.2","1.1.12-fabric-mc1.21.11","https://cdn.modrinth.com/data/y9vDr4Th/versions/xBpUk7RX/itemcollectors-1.1.12-fabric-mc1.21.11.jar","1.21.11","https://modrinth.com/mod/item-collectors","https://cdn.modrinth.com/data/y9vDr4Th/versions/xBpUk7RX/itemcollectors-1.1.12-fabric-mc1.21.11.jar","","required: LN9BxssP,P7dR8mSH,rOUBggPv","","","","","","modrinth","modrinth","required","required","Item Collectors","Item Collectors adds Collectors which collect items in a specified range!","https://cdn.modrinth.com/data/y9vDr4Th/e3da425916abc3ea296a1d7d100cdaa8536fe23c_96.webp","https://github.com/SuperMartijn642/ItemCollectors/issues","https://github.com/SuperMartijn642/ItemCollectors","","","f76374aed4a9cd7d5851a910802c84a3ee61d6308b70c17dbb4ff5356b558c41"
"required","mod","1.21.11","supermartijn642s-config-lib","fabric","1.1.8-fabric-mc1.21.11","SuperMartijn642's Config Lib","","Library","supermartijn642configlib-1.1.8-fabric-mc1.21.11.jar","","","26.1.2","1.1.8-fabric-mc1.21.11","https://cdn.modrinth.com/data/LN9BxssP/versions/CwICbJN9/supermartijn642configlib-1.1.8-fabric-mc1.21.11.jar","1.21.11","https://modrinth.com/mod/supermartijn642s-config-lib","https://cdn.modrinth.com/data/LN9BxssP/versions/CwICbJN9/supermartijn642configlib-1.1.8-fabric-mc1.21.11.jar","","required: P7dR8mSH","","","","","","modrinth","modrinth","optional","optional","SuperMartijn642's Config Lib","Config Lib makes dealing with config files just a bit easier.","https://cdn.modrinth.com/data/LN9BxssP/ad25597dd1b10b49cdfbc97c70d401e3158000f7_96.webp","https://github.com/SuperMartijn642/SuperMartijn642sConfigLib/issues","https://github.com/SuperMartijn642/SuperMartijn642sConfigLib","","","2efad0c6ed2b36042b370b3f27ad7062fcef7af2faa2558466b9d30d2288fc14"
"required","mod","1.21.11","supermartijn642s-core-lib","fabric","1.1.21-fabric-mc1.21.11","SuperMartijn642's Core Lib","","Library","supermartijn642corelib-1.1.21-fabric-mc1.21.11.jar","","","26.1.2","1.1.21-fabric-mc1.21.11","https://cdn.modrinth.com/data/rOUBggPv/versions/trynou9q/supermartijn642corelib-1.1.21-fabric-mc1.21.11.jar","1.21.11","https://modrinth.com/mod/supermartijn642s-core-lib","https://cdn.modrinth.com/data/rOUBggPv/versions/trynou9q/supermartijn642corelib-1.1.21-fabric-mc1.21.11.jar","","required: P7dR8mSH","","","","","","modrinth","modrinth","required","required","SuperMartijn642's Core Lib","SuperMartijn642's Core Lib adds lots of basic implementations that allow for similar code between different Minecraft versions!","https://cdn.modrinth.com/data/rOUBggPv/e745e719d7fe2aa0335d819ca9c97defbf2e0bcb_96.webp","https://github.com/SuperMartijn642/SuperMartijn642sCoreLib/issues","https://github.com/SuperMartijn642/SuperMartijn642sCoreLib","","","2b59380421e5f4287b9055bd41fff942eb8cb23133faee181e08e6976befe4ad"
"required","mod","1.21.11","survivorsunited/mod-bigger-ender-chests","fabric","1.1.0","Bigger Ender Chests","","Utility","biggerenderchests-1.1.0-1.21.11.jar","","","26.1.2","1.1.0","https://github.com/survivorsunited/mod-bigger-ender-chests/releases/download/v2026.2.25/biggerenderchests-1.1.0-1.21.11.jar","1.21.11","https://github.com/survivorsunited/mod-bigger-ender-chests","https://github.com/survivorsunited/mod-bigger-ender-chests/releases/download/v2026.2.25/biggerenderchests-1.1.0-1.21.11.jar","","","","","","","","github","github","","","mod-bigger-ender-chests","","","https://github.com/survivorsunited/mod-bigger-ender-chests/issues","https://github.com/survivorsunited/mod-bigger-ender-chests","","1.21.8,1.21.9,1.21.10,1.21.11","7791e956329d0f7e60a9867fa457355703417680db06ee63b3d95ba5475273a5"
"server","server","1.21.11","minecraft-server","vanilla","1.21.11","Minecraft Server","Official Minecraft Server JAR for 1.21.11","server","minecraft_server.1.21.11.jar","","","","","","","https://piston-data.mojang.com/v1/objects/64bb6d763bed0a9f1d632ec347938594144943ed/server.jar","https://piston-data.mojang.com/v1/objects/64bb6d763bed0a9f1d632ec347938594144943ed/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 1.21.11","Official Minecraft Java Edition Server","","","","","1.21.11","d285015fa1fecfdaa1b25bfa7020056468b50753949f06c9b3a2a632ac7f4966"
"server","launcher","1.21.11","fabric-launcher","fabric","0.18.4","Fabric Server Launcher","Fabric server launcher for 1.21.11 (loader 0.18.4)","server","fabric-server-mc.1.21.11-loader.0.18.4.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/1.21.11/0.18.4/1.1.1/server/jar","https://meta.fabricmc.net/v2/versions/loader/1.21.11/0.18.4/1.1.1/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 1.21.11","Fabric mod loader for Minecraft 1.21.11","","","","","1.21.11","556f9fd9f386014c891763555136b5925430c34b5149200c16fa6ca2a5fcd028"
"server","server","26.1","minecraft-server","vanilla","26.1","Minecraft Server","Official Minecraft Server JAR for 26.1","server","minecraft_server.26.1.jar","","","","","","","https://piston-data.mojang.com/v1/objects/3872a7f07a1a595e651aef8b058dfc2bb3772f46/server.jar","https://piston-data.mojang.com/v1/objects/3872a7f07a1a595e651aef8b058dfc2bb3772f46/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 26.1","Official Minecraft Java Edition Server","","","","","26.1","f6da092d5094d291c327b9761fdcada7d1c5555b1fe44b440cedd2db51282eae"
"server","launcher","26.1","fabric-launcher","fabric","0.19.3","Fabric Server Launcher","Fabric server launcher for 26.1 (loader 0.19.3)","server","fabric-server-mc.26.1-loader.0.19.3.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/26.1/0.19.3/1.1.1/server/jar","https://meta.fabricmc.net/v2/versions/loader/26.1/0.19.3/1.1.1/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 26.1","Fabric mod loader for Minecraft 26.1","","","","","26.1","1cab71e2ec0da406a7c73a0522a66ff50b0695eb5a66f41cbddd9898597909ab"
"required","installer","26.1","fabric-installer-26.1-1.1.1-exe","fabric","1.1.1","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","4dbb7861b6d0239f88f4da04130edcddcb96a61000b3762cf79ca8bfb457bce1"
"required","installer","26.1","fabric-installer-26.1-1.1.1-jar","fabric","1.1.1","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","1012bd435875afde3b6e1f02adac93b1584a1d577270131786ce6aa113a99a75"
"server","server","26.1.1","minecraft-server","vanilla","26.1.1","Minecraft Server","Official Minecraft Server JAR for 26.1.1","server","minecraft_server.26.1.1.jar","","","","","","","https://piston-data.mojang.com/v1/objects/49c8195703ad0ba4f0a4efbccfd85a4a8ca57431/server.jar","https://piston-data.mojang.com/v1/objects/49c8195703ad0ba4f0a4efbccfd85a4a8ca57431/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 26.1.1","Official Minecraft Java Edition Server","","","","","26.1.1","f48ff912f90a5a5011e2fe5c748e8fb4083e74d6afc35b73bf06b2dd34acad31"
"server","launcher","26.1.1","fabric-launcher","fabric","0.19.3","Fabric Server Launcher","Fabric server launcher for 26.1.1 (loader 0.19.3)","server","fabric-server-mc.26.1.1-loader.0.19.3.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/26.1.1/0.19.3/1.1.1/server/jar","https://meta.fabricmc.net/v2/versions/loader/26.1.1/0.19.3/1.1.1/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 26.1.1","Fabric mod loader for Minecraft 26.1.1","","","","","26.1.1","379cc20b3a88894cce51a973f7034c3e6a7a9f2bdda715e6538ddf192abb1c66"
"required","installer","26.1.1","fabric-installer-26.1.1-1.1.1-exe","fabric","1.1.1","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","0e92fdf8efeb24c7cf9644c7b84d6deb34100e22bb2321858d58bf1e2af0926e"
"required","installer","26.1.1","fabric-installer-26.1.1-1.1.1-jar","fabric","1.1.1","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","aab4e3e7510d9eea412241d018f65da3d048a52e7a2a9b84ceebe0c8b287d6c7"
"server","server","26.1.2","minecraft-server","vanilla","26.1.2","Minecraft Server","Official Minecraft Server JAR for 26.1.2","server","minecraft_server.26.1.2.jar","","","","","","","https://piston-data.mojang.com/v1/objects/97ccd4c0ed3f81bbb7bfacddd1090b0c56f9bc51/server.jar","https://piston-data.mojang.com/v1/objects/97ccd4c0ed3f81bbb7bfacddd1090b0c56f9bc51/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 26.1.2","Official Minecraft Java Edition Server","","","","","26.1.2","f76154abbfe685bd827a10714053eb830d2f5e4ea7a49c7f187825e3008446d2"
"server","launcher","26.1.2","fabric-launcher","fabric","0.19.3","Fabric Server Launcher","Fabric server launcher for 26.1.2 (loader 0.19.3)","server","fabric-server-mc.26.1.2-loader.0.19.3.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/26.1.2/0.19.3/1.1.1/server/jar","https://meta.fabricmc.net/v2/versions/loader/26.1.2/0.19.3/1.1.1/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 26.1.2","Fabric mod loader for Minecraft 26.1.2","","","","","26.1.2","87952242ce328a369fd5b00941ba8a42ed161918d9495e52e9fc56db11f76890"
"required","installer","26.1.2","fabric-installer-26.1.2-1.1.1-exe","fabric","1.1.1","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","a0b33346d8c511c4bcaa250253dcb6a979402bcc1dc81af922f36e402c781b1b"
"required","installer","26.1.2","fabric-installer-26.1.2-1.1.1-jar","fabric","1.1.1","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","52e9426002261b8217055e30832130338e569e1295241abc33363f0362414215"
"infrastructure","jdk","","jdk-25-windows","","25.0.3+9.0.LTS","OpenJDK 25 (windows)","Eclipse Temurin JDK 25 for windows","windows","OpenJDK25U-jdk_x64_windows_hotspot_25.0.3_9.zip","","","","","","","https://github.com/adoptium/temurin25-binaries/releases/download/jdk-25.0.3%2B9/OpenJDK25U-jdk_x64_windows_hotspot_25.0.3_9.zip","https://github.com/adoptium/temurin25-binaries/releases/download/jdk-25.0.3%2B9/OpenJDK25U-jdk_x64_windows_hotspot_25.0.3_9.zip","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 25","OpenJDK 25 build by Eclipse Adoptium for windows (x64)","","","https://github.com/adoptium/temurin25-binaries","https://adoptium.net/","","91d52e6a80780c81bb415383b4e20a3e7ad5790aa3de2cdb382355dd46cd4f7c"
"infrastructure","jdk","","jdk-25-linux","","25.0.3+9.0.LTS","OpenJDK 25 (linux)","Eclipse Temurin JDK 25 for linux","linux","OpenJDK25U-jdk_x64_linux_hotspot_25.0.3_9.tar.gz","","","","","","","https://github.com/adoptium/temurin25-binaries/releases/download/jdk-25.0.3%2B9/OpenJDK25U-jdk_x64_linux_hotspot_25.0.3_9.tar.gz","https://github.com/adoptium/temurin25-binaries/releases/download/jdk-25.0.3%2B9/OpenJDK25U-jdk_x64_linux_hotspot_25.0.3_9.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 25","OpenJDK 25 build by Eclipse Adoptium for linux (x64)","","","https://github.com/adoptium/temurin25-binaries","https://adoptium.net/","","a41349abaa4e86ec5ed573b3779548fcfb12958bcc1a6d73b26ef8dee255108e"
"infrastructure","jdk","","jdk-25-mac","","25.0.3+9.0.LTS","OpenJDK 25 (mac)","Eclipse Temurin JDK 25 for mac","mac","OpenJDK25U-jdk_x64_mac_hotspot_25.0.3_9.tar.gz","","","","","","","https://github.com/adoptium/temurin25-binaries/releases/download/jdk-25.0.3%2B9/OpenJDK25U-jdk_x64_mac_hotspot_25.0.3_9.tar.gz","https://github.com/adoptium/temurin25-binaries/releases/download/jdk-25.0.3%2B9/OpenJDK25U-jdk_x64_mac_hotspot_25.0.3_9.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 25","OpenJDK 25 build by Eclipse Adoptium for mac (x64)","","","https://github.com/adoptium/temurin25-binaries","https://adoptium.net/","","e16b9ff1070c882315f69537fc9899bc4f637947ed94203449fff53cb1071d2b"
"required","mod","1.21.11","polymer","fabric","0.15.2+1.21.11","Polymer","","Library","polymer-bundled-0.15.2+1.21.11.jar","","","26.1.2","0.15.2+1.21.11","https://cdn.modrinth.com/data/xGdtZczs/versions/wugBT1fU/polymer-bundled-0.15.2%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/polymer","https://cdn.modrinth.com/data/xGdtZczs/versions/wugBT1fU/polymer-bundled-0.15.2%2B1.21.11.jar","","","","","","","","modrinth","modrinth","optional","required","Polymer","Library for creating better server side content!","https://cdn.modrinth.com/data/xGdtZczs/icon.png","https://github.com/Patbox/polymer/issues","https://github.com/Patbox/polymer","https://polymer.pb4.eu","","cf84de6b1812f639bdf03ddfa03b3a76951114fffcaa9a7e130c2528ac871c0d"
"server","server","26.2","minecraft-server","vanilla","26.2","Minecraft Server","Official Minecraft Server JAR for 26.2","server","minecraft_server.26.2.jar","","","","","","","https://piston-data.mojang.com/v1/objects/823e2250d24b3ddac457a60c92a6a941943fcd6a/server.jar","https://piston-data.mojang.com/v1/objects/823e2250d24b3ddac457a60c92a6a941943fcd6a/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 26.2","Official Minecraft Java Edition Server","","","","","26.2","47e4f746c6e728a7b29201ff9b36570febccca73691eb6e94b4e246fbfc36537"
"server","launcher","26.2","fabric-launcher","fabric","0.19.3","Fabric Server Launcher","Fabric server launcher for 26.2 (loader 0.19.3)","server","fabric-server-mc.26.2-loader.0.19.3.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/26.2/0.19.3/1.1.1/server/jar","https://meta.fabricmc.net/v2/versions/loader/26.2/0.19.3/1.1.1/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 26.2","Fabric mod loader for Minecraft 26.2","","","","","26.2","b539b938a46e356ee7e08fde051de2a501f78583b66e02cb784641ef1cb1a087"
"required","installer","26.2","fabric-installer-26.2-1.1.1-exe","fabric","1.1.1","Fabric Installer (EXE)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.exe","","","","","","","","","direct","direct","","","Fabric Installer (EXE)","","","","","","","91a602b6a68ac2b915fa56757b486fe678f7498005418c69961e190ead950ee1"
"required","installer","26.2","fabric-installer-26.2-1.1.1-jar","fabric","1.1.1","Fabric Installer (JAR)","","Infrastructure","","","","","","","","https://maven.fabricmc.net/net/fabricmc/fabric-installer/1.1.1/fabric-installer-1.1.1.jar","","","","","","","","","direct","direct","","","Fabric Installer (JAR)","","","","","","","33bccc560fe1912f376824053d1bea52d01853ac095a3c9c74b1e16ccadcd466"
